[2024-07-18 12:47:48][INFO] Loading resources...
[2024-07-18 13:03:17][FINE] Scheduled update for region-file: (0, -1) (Map: world)
[2024-07-18 13:03:27][FINE] Scheduled update for region-file: (-1, -1) (Map: world)
[2024-07-18 13:03:31][FINE] Scheduled update for region-file: (-2, -1) (Map: world)
[2024-07-18 13:03:39][FINE] Scheduled update for region-file: (-2, -2) (Map: world)
[2024-07-18 13:03:45][FINE] Scheduled update for region-file: (-2, -2) (Map: world)
[2024-07-18 13:03:45][FINE] Scheduled update for region-file: (-1, -2) (Map: world)
[2024-07-18 13:03:49][FINE] Scheduled update for region-file: (-1, 0) (Map: world)
[2024-07-18 13:03:52][FINE] Scheduled update for region-file: (0, -1) (Map: world)
[2024-07-18 13:03:52][FINE] Scheduled update for region-file: (-1, -1) (Map: world)
[2024-07-18 13:03:58][FINE] Scheduled update for region-file: (-1, 0) (Map: world)
[2024-07-18 13:03:58][FINE] Scheduled update for region-file: (-2, 0) (Map: world)
[2024-07-18 13:04:02][FINE] Scheduled update for region-file: (-2, -1) (Map: world)
[2024-07-18 13:04:04][FINE] Scheduled update for region-file: (-1, -1) (Map: world)
[2024-07-18 13:04:10][FINE] Scheduled update for region-file: (0, -2) (Map: world)
[2024-07-18 13:04:10][FINE] Scheduled update for region-file: (-1, 0) (Map: world)
[2024-07-18 13:04:13][FINE] Scheduled update for region-file: (0, 0) (Map: world)
[2024-07-18 13:04:20][FINE] Scheduled update for region-file: (-1, -2) (Map: world)
[2024-07-18 13:04:20][FINE] Scheduled update for region-file: (0, -2) (Map: world)
[2024-07-18 13:04:20][FINE] Scheduled update for region-file: (-1, -1) (Map: world)
[2024-07-18 13:04:27][FINE] Scheduled update for region-file: (0, -1) (Map: world)
[2024-07-18 13:04:29][FINE] Scheduled update for region-file: (-2, 0) (Map: world)
[2024-07-18 13:04:31][FINE] Scheduled update for region-file: (-1, -1) (Map: world)
[2024-07-18 13:04:35][FINE] Scheduled update for region-file: (-2, -1) (Map: world)
[2024-07-18 13:04:37][FINE] Scheduled update for region-file: (0, 0) (Map: world)
[2024-07-18 13:04:41][FINE] Scheduled update for region-file: (-1, -1) (Map: world)
[2024-07-18 13:04:41][FINE] Scheduled update for region-file: (0, -1) (Map: world)
[2024-07-18 13:04:46][FINE] Scheduled update for region-file: (-2, -1) (Map: world)
